Date,Average temperature F ,HDD,CDD,Precipitation (Inches),Average daily MLP price,Humidity,Wind Speed (mph)
6-May-06,49,31,0,0,39.1,55,6.5
7-May-06,54,26,0,0,31.2,56,6.5
8-May-06,60,20,0,0,48.3,50,9.5
9-May-06,62.5,17.5,0,0,42.9,65.5,11.5
10-May-06,64,16,0,0.11,42.2,70.5,11
11-May-06,48.5,31.5,0,0.7,32.9,82,16
12-May-06,41.5,38.5,0,0.14,36,86,11
13-May-06,46,34,0,0.07,28.2,82,4.5
14-May-06,49,31,0,0.11,17.2,81,6
15-May-06,55.5,24.5,0,0.16,33.4,77,10.5
16-May-06,56.5,23.5,0,0.01,34.6,73,6.5
17-May-06,59,21,0,0.16,36.6,65.5,13
18-May-06,54,26,0,0.03,36.8,64,10.5
19-May-06,53.5,26.5,0,0,49,62,6
20-May-06,56,24,0,0,39.6,61,8.5
21-May-06,50.5,29.5,0,0,23.9,50.5,10
22-May-06,49,31,0,0,33.7,63.5,6.5
23-May-06,56.5,23.5,0,0,34.1,52.5,4.5
24-May-06,64.5,15.5,0,0.38,37.6,65,13
25-May-06,69.5,10.5,0,0.03,39.4,79,12
26-May-06,71.5,8.5,0,0,41.2,68.5,7
27-May-06,73,7,0,0,37.3,69.5,9
28-May-06,83,0,3,0,36.6,58,10.5
29-May-06,79.5,0.5,0,0.14,43.4,65.5,15
30-May-06,78,2,0,1.24,82.5,71.5,6
31-May-06,70.5,9.5,0,0,55.9,74,8.5
1-Jun-06,69.5,10.5,0,0,42.5,48,6.5
2-Jun-06,68,12,0,0,35.8,57.5,7
3-Jun-06,64,16,0,0,32.1,61.5,8
4-Jun-06,64.5,15.5,0,0,24.2,57,7
5-Jun-06,64.5,15.5,0,0,27.5,58,6.5
6-Jun-06,67.5,12.5,0,0,37.5,56,8.5
7-Jun-06,71.5,8.5,0,0,45.6,64,8.5
8-Jun-06,72.5,7.5,0,0,45.2,61,9
9-Jun-06,61,19,0,0.08,37.6,61,13.5
10-Jun-06,56.5,23.5,0,1.58,21,67,10.5
11-Jun-06,58,22,0,0,16.6,63.5,10.5
12-Jun-06,59.5,20.5,0,0,24.2,59.5,8
13-Jun-06,62.5,17.5,0,0,25.5,67,6
14-Jun-06,65.5,14.5,0,0.04,30,63,6
15-Jun-06,74,6,0,0,43.5,59,5
16-Jun-06,81,0,1,0,47.4,52.5,10.5
17-Jun-06,82,0,2,0,33.2,54.5,13
18-Jun-06,72,8,0,0.03,26.9,75.5,10
19-Jun-06,75,5,0,0,42.8,59.5,14
20-Jun-06,71,9,0,0,38.7,63,7.5
21-Jun-06,78,2,0,0.08,48.8,73,10.5
22-Jun-06,73.5,6.5,0,0.13,49.5,64.5,8
23-Jun-06,63.5,16.5,0,0,36.5,51,7.5
24-Jun-06,66.5,13.5,0,0,40.3,56,5
25-Jun-06,67,13,0,0.86,25.6,71.5,6.5
26-Jun-06,66,14,0,0.8,33.3,80.5,9.5
27-Jun-06,70.5,9.5,0,0,33.9,62.5,6.5
28-Jun-06,66.5,13.5,0,0.45,40.7,68,9
29-Jun-06,68,12,0,0,32.1,66,5
30-Jun-06,69,11,0,0,25.5,65.5,6.5
1-Jul-06,77.5,2.5,0,0,37.1,63,11
2-Jul-06,76.5,3.5,0,0.01,33.6,71.5,6.5
3-Jul-06,75,5,0,0.55,37.7,79.5,7.5
4-Jul-06,70,10,0,0,32.3,67,8.5
5-Jul-06,68.5,11.5,0,0,34,62,6
6-Jul-06,66.5,13.5,0,0,26.7,52,8
7-Jul-06,68,12,0,0,31.1,61,4.5
8-Jul-06,73,7,0,0.01,32.2,58,6
9-Jul-06,79.5,0.5,0,0,30.6,57,10
10-Jul-06,69,11,0,0,40.3,75,6.5
11-Jul-06,72,8,0,0.28,42.1,85,5
12-Jul-06,74.5,5.5,0,0,46.2,79.5,8.5
13-Jul-06,76.5,3.5,0,0,56.4,74.5,6
14-Jul-06,80.5,0,0.5,0.11,55.4,69,7
15-Jul-06,85.5,0,5.5,0,56.2,56,5
16-Jul-06,84,0,4,0,65.7,63.5,9
17-Jul-06,83.5,0,3.5,0.45,81.6,74,22
18-Jul-06,74.5,5.5,0,0,50.6,63,10
19-Jul-06,76.5,3.5,0,0.01,60.1,75,6.5
20-Jul-06,75,5,0,2.05,54.4,84,17
21-Jul-06,70.5,9.5,0,0.04,47.4,77.5,7
22-Jul-06,72.5,7.5,0,0.02,39.5,62.5,5
23-Jul-06,71,9,0,0,40,71.5,6
24-Jul-06,77,3,0,0.01,67,69,12
25-Jul-06,81.5,0,1.5,0,69.5,61,8
26-Jul-06,79,1,0,0.06,58.3,75,6.5
27-Jul-06,78.5,1.5,0,0,56.9,78,14.5
28-Jul-06,80.5,0,0.5,0,60.9,65.5,6
29-Jul-06,84,0,4,0,70.2,65.5,6.5
30-Jul-06,83.5,0,3.5,0.1,61.9,72,10.5
31-Jul-06,87.5,0,7.5,0,115.3,65,8
1-Aug-06,89.5,0,9.5,0,204.9,56.5,11.5
2-Aug-06,87,0,7,0.26,119.8,64.5,17
3-Aug-06,75,5,0,0.45,72.6,68.5,10
4-Aug-06,77,3,0,0,63.7,58,8
5-Aug-06,74.5,5.5,0,0,39.3,65.5,6
6-Aug-06,76.5,3.5,0,0.01,44.3,69,9
7-Aug-06,78.5,1.5,0,0,62.4,65,7.5
8-Aug-06,73.5,6.5,0,0,51.4,64,7
9-Aug-06,77,3,0,0,57.6,68.5,6
10-Aug-06,76.5,3.5,0,0,56.2,83.5,9
11-Aug-06,72.5,7.5,0,0,35.7,66.5,11
12-Aug-06,69.5,10.5,0,0,30.1,57.5,7.5
13-Aug-06,71,9,0,0,30.5,62,6
14-Aug-06,74.5,5.5,0,0,44,58.5,10.5
15-Aug-06,73.5,6.5,0,0,49.9,53.5,6.5
16-Aug-06,72,8,0,0,34.9,59.5,8
17-Aug-06,72.5,7.5,0,0,49.3,66.5,6.5
18-Aug-06,78,2,0,0.85,60.3,74.5,5
19-Aug-06,73.5,6.5,0,0.01,51.3,80,11
20-Aug-06,68.5,11.5,0,0,38.5,65,8.5
21-Aug-06,69.5,10.5,0,0,46,66.5,5
22-Aug-06,75.5,4.5,0,0,41.2,64,7.5
23-Aug-06,75,5,0,0,59.2,68,10.5
24-Aug-06,75.5,4.5,0,0.62,53.8,71,12.5
25-Aug-06,75,5,0,0,54.4,72.5,8.5
26-Aug-06,74,6,0,0,41.9,85.5,7.5
27-Aug-06,75,5,0,0,44.9,72,10
28-Aug-06,68.5,11.5,0,0.6,45.1,82.5,14.5
29-Aug-06,67,13,0,0.15,45.7,73.5,8
30-Aug-06,70,10,0,0,30.9,78.5,12
31-Aug-06,68.5,11.5,0,0,30.9,64,13.5
1-Sep-06,70,10,0,0,28.6,70.5,13
2-Sep-06,67,13,0,0,23.1,69.5,7
3-Sep-06,65.5,14.5,0,0.2,21.5,73,7
4-Sep-06,65.5,14.5,0,0.38,20.8,80.5,7.5
5-Sep-06,68.5,11.5,0,0,33.9,65,7
6-Sep-06,69.5,10.5,0,0,43.2,64.5,6
7-Sep-06,69.5,10.5,0,0,44.9,66,6
8-Sep-06,71.5,8.5,0,0,36.4,60.5,9
9-Sep-06,66.5,13.5,0,0,37.9,80,11
10-Sep-06,62,18,0,0.37,28.9,87,12
11-Sep-06,63,17,0,1.6,33.6,87,8
12-Sep-06,67.5,12.5,0,0.18,31.9,92,6.5
13-Sep-06,62.5,17.5,0,0.2,42,87,12
14-Sep-06,65,15,0,0,32.7,75,6.5
15-Sep-06,65.5,14.5,0,0,36.1,72.5,7
16-Sep-06,68.5,11.5,0,0,29.1,67.5,13.5
17-Sep-06,70.5,9.5,0,0.3,31.4,75.5,13
18-Sep-06,61,19,0,0,32.4,65,13
19-Sep-06,51,29,0,0.02,35.6,76,13
20-Sep-06,52,28,0,0,30.7,62.5,8
21-Sep-06,54,26,0,0,31.5,67.5,8.5
22-Sep-06,64,16,0,1.73,35.4,77.5,20
23-Sep-06,62.5,17.5,0,0.68,37.9,90.5,8.5
24-Sep-06,57.5,22.5,0,0,21.6,68,8.5
25-Sep-06,59.5,20.5,0,0,34.1,59,11
26-Sep-06,59,21,0,0,30.9,63,5
27-Sep-06,58.5,21.5,0,0,34.3,64.5,13.5
28-Sep-06,49.5,30.5,0,0,26.7,66,8.5
29-Sep-06,48,32,0,0.01,26.2,66,9
30-Sep-06,58,22,0,0.18,25.1,74.5,12
1-Oct-06,59,21,0,0.01,25.1,69,18.5
2-Oct-06,69,11,0,1.39,36.3,76.5,11
3-Oct-06,68.5,11.5,0,0,36.5,79,7
4-Oct-06,65.5,14.5,0,0.01,40,74,15.5
5-Oct-06,53,27,0,0,36,63.5,9
6-Oct-06,50,30,0,0,22.2,66.5,8
7-Oct-06,53.5,26.5,0,0,26.4,69,6
8-Oct-06,57.5,22.5,0,0,23.5,58.5,8.5
9-Oct-06,56.5,23.5,0,0,34.7,71,11
10-Oct-06,55,25,0,0.07,37,78,7.5
11-Oct-06,44.5,35.5,0,0.45,33.8,76,12
12-Oct-06,34.5,45.5,0,0.03,32.4,61,17
13-Oct-06,41,39,0,0,36.6,49,18.5
14-Oct-06,41,39,0,0,27.4,52.5,12.5
15-Oct-06,41.5,38.5,0,0.01,28.8,55.5,9.5
16-Oct-06,52,28,0,0.5,37,73.5,13.5
17-Oct-06,54,26,0,0.38,44.8,82.5,8.5
18-Oct-06,52.5,27.5,0,0.3,43.1,80,10.5
19-Oct-06,41.5,38.5,0,0,37.7,71.5,11.5
20-Oct-06,42.5,37.5,0,0,44.1,71.5,11
21-Oct-06,52.5,27.5,0,0.28,33.9,77,7
22-Oct-06,41.5,38.5,0,0.08,46.3,72.5,12.5
23-Oct-06,37,43,0,0.01,71.4,72,13
24-Oct-06,38.5,41.5,0,0,47.9,63,6
25-Oct-06,39,41,0,0,47.3,64,6.5
26-Oct-06,44.5,35.5,0,0.52,43.2,72.5,11.5
27-Oct-06,41.5,38.5,0,0,54.2,84.5,12
28-Oct-06,44.5,35.5,0,0,36.5,56.5,19
29-Oct-06,43.5,36.5,0,0,29.8,50.5,9.5
30-Oct-06,54,26,0,0,42.5,65.5,18
31-Oct-06,48.5,31.5,0,0,37.7,51.5,15.5
1-Nov-06,34.5,45.5,0,0,42.9,47,11
2-Nov-06,29,51,0,0,63.5,53,13
3-Nov-06,30.5,49.5,0,0,67.5,52.5,8.5
4-Nov-06,38,42,0,0,63.6,60,14.5
5-Nov-06,43.5,36.5,0,0,33.4,64,7
6-Nov-06,50,30,0,0.02,45.6,74,8.5
7-Nov-06,50,30,0,0,45.8,90,4
8-Nov-06,55,25,0,0,45.1,78,13
9-Nov-06,57.5,22.5,0,0,50.5,57.5,11.5
10-Nov-06,42.5,37.5,0,1.34,39.1,82,21.5
11-Nov-06,37.5,42.5,0,0.04,27.7,75.5,11
12-Nov-06,40,40,0,0,33.4,75.5,8
13-Nov-06,38,42,0,0,53.8,86,8
14-Nov-06,40,40,0,0.02,49.3,84.5,6
15-Nov-06,45,35,0,0,45.6,85,15.5
16-Nov-06,40,40,0,0,54.3,67.5,21.5
17-Nov-06,37,43,0,0,41.6,76.5,7
18-Nov-06,37,43,0,0,46.5,73.5,7.5
19-Nov-06,36.5,43.5,0,0.01,37.9,66,12
20-Nov-06,36.5,43.5,0,0,40.7,65,9
21-Nov-06,39,41,0,0,42.9,67,13.5
22-Nov-06,42,38,0,0,49.6,60,10
23-Nov-06,44,36,0,0,21.3,56,6.5
24-Nov-06,45.5,34.5,0,0,23.4,53.5,11
25-Nov-06,47,33,0,0,24.4,77.5,6
26-Nov-06,53.5,26.5,0,0,26.1,81,8
27-Nov-06,57,23,0,0,34.6,82.5,9.5
28-Nov-06,57.5,22.5,0,0.03,37.7,72,18
29-Nov-06,49,31,0,1.73,27.1,90,14
30-Nov-06,32.5,47.5,0,0.46,41,84,13.5
1-Dec-06,25.5,54.5,0,1.23,39.6,87,18
2-Dec-06,21,59,0,0,34.6,72.5,13.5
3-Dec-06,11.5,68.5,0,0,33.5,73.5,12
4-Dec-06,16,64,0,0,54.2,68,16.5
5-Dec-06,20.5,59.5,0,0,45.1,67.5,15.5
6-Dec-06,26,54,0,0,46.3,68,15
7-Dec-06,13,67,0,0,57.2,61,16.5
8-Dec-06,12.5,67.5,0,0,64.2,69,14
9-Dec-06,27.5,52.5,0,0,49.8,61,18.5
10-Dec-06,36.5,43.5,0,0,28.3,58.5,16.5
11-Dec-06,41,39,0,0.05,36.1,79.5,11
12-Dec-06,44,36,0,0.1,39.8,93,13.5
13-Dec-06,39,41,0,0,33.3,77,14
14-Dec-06,42.5,37.5,0,0.01,33,74,12.5
15-Dec-06,37,43,0,0,32.1,69,10
16-Dec-06,43.5,36.5,0,0,24.2,83,13.5
17-Dec-06,47.5,32.5,0,0,22.7,66,8
18-Dec-06,35,45,0,0,32.7,58.5,10
19-Dec-06,33.5,46.5,0,0,43.3,60.5,7
20-Dec-06,32,48,0,0.21,35.2,75.5,5
21-Dec-06,44,36,0,0.47,28.9,94.5,10.5
22-Dec-06,47,33,0,0.9,24.6,88,14
23-Dec-06,36.5,43.5,0,0,22.3,82,14
24-Dec-06,36.5,43.5,0,0,19.9,76.5,7.5
25-Dec-06,33.5,46.5,0,0,18.1,87.5,11
26-Dec-06,31,49,0,0,20.2,74,13
27-Dec-06,33,47,0,0,28.1,74.5,9
28-Dec-06,42,38,0,0,26.5,70,7.5
29-Dec-06,45,35,0,0,24.6,75.5,4
30-Dec-06,45,35,0,0,22.7,83,8.5
31-Dec-06,49.5,30.5,0,0.21,17.4,88,17
1-Jan-07,36,44,0,0,16.3,72,16
2-Jan-07,34.5,45.5,0,0,30.4,69,9
3-Jan-07,40.5,39.5,0,0,30.7,67,17
4-Jan-07,45.5,34.5,0,0.66,25.8,80.5,20
5-Jan-07,46,34,0,0.03,23.6,85.5,11
6-Jan-07,35.5,44.5,0,0.02,21.5,82.5,9
7-Jan-07,34,46,0,0.05,23.3,89.5,11
8-Jan-07,32.5,47.5,0,0,32.8,63,15.5
9-Jan-07,27.5,52.5,0,0,40.3,62,17
10-Jan-07,26.5,53.5,0,0,41.2,62.5,12.5
11-Jan-07,40,40,0,0.02,32.7,67,19
12-Jan-07,40.5,39.5,0,0.19,25.7,91,11
13-Jan-07,31,49,0,0,24.7,80.5,14
14-Jan-07,31.5,48.5,0,0.43,22.5,83.5,12
15-Jan-07,27,53,0,0.21,29.6,88.5,12.5
16-Jan-07,17,63,0,0,36.5,70.5,11
17-Jan-07,15.5,64.5,0,0,35.5,75.5,12
18-Jan-07,26,54,0,0,48.6,85,12
19-Jan-07,22.5,57.5,0,0,36.4,68,15
20-Jan-07,18.5,61.5,0,0,36.8,62,7.5
21-Jan-07,27.5,52.5,0,0.08,27.8,77.5,7.5
22-Jan-07,28,52,0,0,36.1,80.5,14.5
23-Jan-07,24,56,0,0,41.8,74.5,13
24-Jan-07,25,55,0,0,46.9,66,14
25-Jan-07,19.5,60.5,0,0,35,62,11
26-Jan-07,31.5,48.5,0,0,31.5,68.5,16
27-Jan-07,24.5,55.5,0,0,29.8,76.5,14.5
28-Jan-07,15.5,64.5,0,0.02,50.3,70,15.5
29-Jan-07,17,63,0,0.01,63.1,75.5,12.5
30-Jan-07,12.5,67.5,0,0,60.9,70.5,15.5
31-Jan-07,11.5,68.5,0,0,69.1,67.5,14.5
1-Feb-07,17.5,62.5,0,0,54.6,74.5,14
2-Feb-07,9,71,0,0,64.6,64.5,14
3-Feb-07,2.5,77.5,0,0,61.6,60,20.5
4-Feb-07,-2,82,0,0,34.4,58,15
5-Feb-07,-2.5,82.5,0,0,86.6,54,12.5
6-Feb-07,2.5,77.5,0,0.11,65.3,69,7
7-Feb-07,4.5,75.5,0,0,53.6,64.5,12.5
8-Feb-07,3.5,76.5,0,0,100.4,58.5,13
9-Feb-07,9.5,70.5,0,0,64.3,54.5,13
10-Feb-07,6,74,0,0,59.2,62.5,11
11-Feb-07,16,64,0,0,42.7,62.5,7.5
12-Feb-07,28,52,0,0.09,35,83.5,11
13-Feb-07,21,59,0,0.39,50.8,81.5,21.5
14-Feb-07,14,66,0,0.03,92.4,70.5,11.5
15-Feb-07,8,72,0,0,94.5,61,13
16-Feb-07,7.5,72.5,0,0,87.1,66.5,17
17-Feb-07,21,59,0,0.08,53.2,75.5,10
18-Feb-07,16.5,63.5,0,0,40.4,52,8.5
19-Feb-07,27.5,52.5,0,0,47.2,67,19.5
20-Feb-07,37.5,42.5,0,0,29.5,72.5,7
21-Feb-07,35.5,44.5,0,0,31.8,78.5,9
22-Feb-07,33.5,46.5,0,0,61.6,68.5,18
23-Feb-07,28,52,0,0,48.4,65,13.5
24-Feb-07,29,51,0,0.43,48.8,69,21.5
25-Feb-07,34.5,45.5,0,0.44,29.2,92.5,16.5
26-Feb-07,32,48,0,0.03,50.9,85,13
27-Feb-07,31,49,0,0,42,75.5,7
28-Feb-07,31.5,48.5,0,0.01,57.2,77,13
1-Mar-07,38.5,41.5,0,1.09,43,81,19
2-Mar-07,28.5,51.5,0,0.06,45.6,77,24
3-Mar-07,23.5,56.5,0,0.02,39.5,74,15.5
4-Mar-07,22.5,57.5,0,0,64,61.5,15
5-Mar-07,26,54,0,0,56.9,56.5,12.5
6-Mar-07,20,60,0,0.05,45,68.5,9.5
7-Mar-07,24.5,55.5,0,0.03,42.5,85,9
8-Mar-07,26.5,53.5,0,0,53.4,74,7
9-Mar-07,42,38,0,0.28,31.5,71.5,10
10-Mar-07,40.5,39.5,0,0,38.6,66,8
11-Mar-07,41,39,0,0,31.7,58.5,7
12-Mar-07,49.5,30.5,0,0,65,61,13
13-Mar-07,60.5,19.5,0,0,34.3,63,16
14-Mar-07,48,32,0,0.16,40.8,72,19.5
15-Mar-07,33,47,0,0,42.9,71.5,15.5
16-Mar-07,32,48,0,0,64.8,68,12.5
17-Mar-07,31.5,48.5,0,0,44.7,57.5,9.5
18-Mar-07,34,46,0,0,32.4,54.5,12.5
19-Mar-07,48.5,31.5,0,0.06,47.9,55.5,18
20-Mar-07,36.5,43.5,0,0,34.9,57.5,15
21-Mar-07,52,28,0,1.07,33.2,78,16.5
22-Mar-07,54,26,0,0.09,39,60,17
23-Mar-07,48,32,0,0.04,37.2,85,8
24-Mar-07,58,22,0,0,28.8,88.5,6.5
25-Mar-07,63.5,16.5,0,0,23.8,72.5,14.5
26-Mar-07,71,9,0,0,49.9,60.5,15
27-Mar-07,59,21,0,0,38.7,78,12
28-Mar-07,47,33,0,0.2,34.4,82.5,12
29-Mar-07,53,27,0,0,41.3,53.5,10
30-Mar-07,50.5,29.5,0,0,44.3,51.5,10
31-Mar-07,54,26,0,0.51,28.5,71,20
1-Apr-07,53.5,26.5,0,0.09,24.9,70,21
2-Apr-07,51,29,0,0,44.6,64,8.5
3-Apr-07,52.5,27.5,0,0.15,49.4,73,18.5
4-Apr-07,31.5,48.5,0,0,54.3,62,22.5
5-Apr-07,33.5,46.5,0,0,50.7,44,16.5
6-Apr-07,29.5,50.5,0,0,50.3,41.5,15.5
7-Apr-07,27,53,0,0,65.9,49.5,14.5
8-Apr-07,34,46,0,0,38,55,8.5
9-Apr-07,36,44,0,0,56.6,58.5,7
10-Apr-07,39,41,0,0,50.2,61.5,11
11-Apr-07,38,42,0,1.15,57,74.5,16.5
12-Apr-07,35.5,44.5,0,0.09,69.1,83,14
13-Apr-07,41.5,38.5,0,0,55.7,55,8
14-Apr-07,42,38,0,0,56.2,47.5,10
15-Apr-07,43.5,36.5,0,0,42.5,42.5,13.5
16-Apr-07,47,33,0,0,48.4,42.5,10.5
17-Apr-07,53,27,0,0,39.1,46.5,11.5
18-Apr-07,44.5,35.5,0,0,60.2,75,14.5
19-Apr-07,49.5,30.5,0,0,43.8,64.5,11
20-Apr-07,53,27,0,0,41.6,56.5,7
21-Apr-07,60,20,0,0,44.5,49,9
22-Apr-07,67.5,12.5,0,0,32.4,47,18
23-Apr-07,60.5,19.5,0,0,57.2,58,18
24-Apr-07,56,24,0,0.3,46.9,61.5,11
25-Apr-07,47,33,0,1.06,64.8,89.5,20
26-Apr-07,50.5,29.5,0,0.49,54.3,93,10.5
27-Apr-07,48,32,0,0,53.6,82,9
28-Apr-07,56,24,0,0,37.7,63.5,11.5
29-Apr-07,63.5,16.5,0,0.15,29.4,53,17.5
30-Apr-07,59,21,0,0.01,46.6,59,14
1-May-07,66.5,13.5,0,0,63.7,65,11
2-May-07,50.5,29.5,0,0,44.9,71,10.5
3-May-07,56,24,0,0,39.1,58.5,13
4-May-07,57.5,22.5,0,0,38,54,13.5
5-May-07,59.5,20.5,0,0,32.4,48,13
6-May-07,58.5,21.5,0,0,21.9,37,18
7-May-07,65,15,0,0,46.1,42,13
8-May-07,68,12,0,0,62,71,7.5
9-May-07,69,11,0,0.13,56.6,73.5,7.5
10-May-07,70,10,0,0,57.5,57.5,6.5
11-May-07,60.5,19.5,0,0,46.9,55,12
12-May-07,55,25,0,0,53,55,13
13-May-07,56,24,0,0,15.1,48.5,9
14-May-07,73,7,0,0,49.4,34.5,17
15-May-07,68.5,11.5,0,0.38,38.2,69,12.5
16-May-07,55,25,0,0.14,37.2,68,14.5
17-May-07,52.5,27.5,0,0,38.8,53,11.5
18-May-07,56.5,23.5,0,0,39.3,44,7
19-May-07,68,12,0,0,31.8,31.5,13.5
20-May-07,56,24,0,0.07,34.8,65,13.5
21-May-07,62,18,0,0,57.8,62.5,11
22-May-07,71,9,0,0,59.6,44,11
23-May-07,74.5,5.5,0,0,50.4,46.5,15
24-May-07,75.5,4.5,0,0.02,55.4,55,22
25-May-07,63,17,0,0,39.3,61.5,7.5
26-May-07,57,23,0,1.01,29.3,68.5,6.5
27-May-07,66,14,0,0.04,27.7,62.5,11
28-May-07,64.5,15.5,0,0,35.8,61,6.5
29-May-07,74,6,0,0,62,61.5,8
30-May-07,76.5,3.5,0,0,65.7,57.5,14
31-May-07,71.5,8.5,0,0.01,55.9,73.5,13
1-Jun-07,73.5,6.5,0,0.19,55.7,68.5,12.5
2-Jun-07,73,7,0,0.04,40.3,77,9
3-Jun-07,70,10,0,0.01,21.1,73,11.5
4-Jun-07,64.5,15.5,0,0.39,34.7,77,14
5-Jun-07,55.5,24.5,0,0.42,30.5,76.5,8.5
6-Jun-07,57.5,22.5,0,0.01,33.7,68.5,10.5
7-Jun-07,81,0,1,0,58,54.5,26
8-Jun-07,69,11,0,0,39.1,52,12.5
9-Jun-07,65.5,14.5,0,0,32.1,58,6.5
10-Jun-07,68,12,0,0,28.7,56.5,7.5
11-Jun-07,72,8,0,0,49.7,57,7.5
12-Jun-07,72.5,7.5,0,0,39.6,51.5,10.5
13-Jun-07,73.5,6.5,0,0,37.6,51,10.5
14-Jun-07,76.5,3.5,0,0,35.4,52,7.5
15-Jun-07,77,3,0,0,41.2,56,7.5
16-Jun-07,79.5,0.5,0,0,38.4,51.5,10
17-Jun-07,80.5,0,0.5,0,43.4,60,8
18-Jun-07,79,1,0,0.28,44.2,62.5,21.5
19-Jun-07,72.5,7.5,0,0.58,32.6,66,12.5
20-Jun-07,72.5,7.5,0,0,28.2,49,11
21-Jun-07,69,11,0,0.01,42.8,49.5,12.5
22-Jun-07,68.5,11.5,0,0,25.9,53,12.5
23-Jun-07,64.5,15.5,0,0.05,26.7,78.5,8
24-Jun-07,70,10,0,0,32.9,75.5,9
25-Jun-07,77,3,0,0,54.7,69.5,4
26-Jun-07,81,0,1,0.16,64,72,16
27-Jun-07,81,0,1,0.15,63.7,72.5,15.5
28-Jun-07,66,14,0,0,36.2,70,12
29-Jun-07,63,17,0,0,36.3,71.5,7
30-Jun-07,66.5,13.5,0,0,28.4,57.5,7.5
1-Jul-07,64.5,15.5,0,0,19,61,7.5
2-Jul-07,66,14,0,0,29.7,59.5,8.5
3-Jul-07,71.5,8.5,0,0.4,45,66.5,8.5
4-Jul-07,76.5,3.5,0,0.16,26.5,70.5,12.5
5-Jul-07,80,0,0,0,49.3,59,9
6-Jul-07,76,4,0,0,46,55,6.5
7-Jul-07,77,3,0,0,39.5,55.5,9
8-Jul-07,84.5,0,4.5,0,59.8,61.5,15.5
9-Jul-07,82,0,2,0.3,60.9,61,15
10-Jul-07,79,1,0,0.43,54.9,73,12.5
11-Jul-07,69.5,10.5,0,0,40.8,53,13.5
12-Jul-07,70.5,9.5,0,0,43.2,52.5,14
13-Jul-07,68,12,0,0,40.5,62,6.5
14-Jul-07,72.5,7.5,0,0,40.4,58.5,14.5
15-Jul-07,71,9,0,0,46.7,54,6.5
16-Jul-07,73.5,6.5,0,0.39,32.6,62,7
17-Jul-07,75.5,4.5,0,0.11,42.7,74,8.5
18-Jul-07,77,3,0,1.55,57.2,75.5,16
19-Jul-07,73,7,0,0.16,49.2,73,16
20-Jul-07,66.5,13.5,0,0,33.9,62,8
21-Jul-07,66,14,0,0,28.4,63.5,7.5
22-Jul-07,69.5,10.5,0,0,30.8,61.5,7
23-Jul-07,71.5,8.5,0,0,43.5,62,7
24-Jul-07,73.5,6.5,0,0,37.4,56,8
25-Jul-07,78,2,0,0,42,56,7.5
26-Jul-07,74.5,5.5,0,0.19,46.4,65.5,16
27-Jul-07,76.5,3.5,0,0.17,47.2,75.5,7.5
28-Jul-07,73,7,0,0,44.4,74,10.5
29-Jul-07,74,6,0,0,31.1,62.5,7
30-Jul-07,75.5,4.5,0,0,59.3,53,6
31-Jul-07,79.5,0.5,0,0,57.1,54,6.5
1-Aug-07,80.5,0,0.5,0,64.3,58,7
2-Aug-07,80.5,0,0.5,0,83.1,62.5,7.5
3-Aug-07,79.5,0.5,0,0,65,49,6
4-Aug-07,72.5,7.5,0,0.03,39.2,60,7.5
5-Aug-07,77.5,2.5,0,1.43,35.8,78,12
6-Aug-07,81,0,1,0.26,88.9,78.5,7.5
7-Aug-07,81.5,0,1.5,1.31,82.4,75,14.5
8-Aug-07,80,0,0,0.06,89.4,77.5,7.5
9-Aug-07,78,2,0,0.05,60.1,77,8
10-Aug-07,78,2,0,0,65.6,72,6.5
11-Aug-07,78,2,0,0,60,67,8.5
12-Aug-07,77.5,2.5,0,0.29,53.1,71.5,18.5
13-Aug-07,73,7,0,0,59.9,64.5,7.5
14-Aug-07,74.5,5.5,0,0.41,51.9,71,15
15-Aug-07,75.5,4.5,0,0.23,63.9,77.5,11.5
16-Aug-07,71,9,0,0,65.3,76.5,7.5
17-Aug-07,69.5,10.5,0,0,53.9,62.5,8
18-Aug-07,63.5,16.5,0,0.09,28.2,64.5,8.5
19-Aug-07,65,15,0,1.33,34.8,78,8.5
20-Aug-07,73,7,0,0.91,48.1,86.5,7
21-Aug-07,78,2,0,0,51.6,78.5,7.5
22-Aug-07,79.5,0.5,0,0.37,66.2,76.5,11
23-Aug-07,78,2,0,2.35,57.2,77,25
24-Aug-07,74.5,5.5,0,0.24,71.5,74.5,13
25-Aug-07,71.5,8.5,0,0.34,49.3,74,7.5
26-Aug-07,69.5,10.5,0,0,30.1,64,7
27-Aug-07,69.5,10.5,0,0,41.7,71,11.5
28-Aug-07,79,1,0,0,65.2,68,11
29-Aug-07,76.5,3.5,0,0,60.4,71,8.5
30-Aug-07,66,14,0,0,39.2,61,12.5
31-Aug-07,67,13,0,0,37.4,61,7
1-Sep-07,69,11,0,0,31,66,6.5
2-Sep-07,73,7,0,0,19.7,63.5,6.5
3-Sep-07,77,3,0,0,36.1,59,5
4-Sep-07,76,4,0,0,56.5,63.5,6
5-Sep-07,78,2,0,0,53.3,58.5,13
6-Sep-07,77.5,2.5,0,0.18,55,74.5,15.5
7-Sep-07,77,3,0,0.19,47.5,73,16.5
8-Sep-07,71,9,0,0,58.2,65,7
9-Sep-07,71.5,8.5,0,0,37.6,67.5,10.5
10-Sep-07,64,16,0,0.36,39.5,83,10.5
